degree distribution (probability density function of the degree in logarithmic bins) 
12	0.203385
13	0.127049
14	0.161564
15	0.103581
16	0.0522611
17	0.0979386
18	0.0458848
19.4286	0.0859893
21	0.0287761
22.1429	0.075498

degree distribution (degree-occurrences) 
12	0.164062
13	0.109375
14	0.148438
15	0.101562
16	0.0546875
17	0.109375
18	0.0546875
19	0.0625
20	0.046875
21	0.0390625
22	0.09375
23	0.015625


--------------------------------------
community distribution (size-occurrences)
32	1


--------------------------------------
mixing parameter
0.385684	0.03125
0.4	0.03125
0.410695	0.117188
0.416667	0.132812
0.421053	0.046875
0.428571	0.164062
0.434783	0.015625
0.4375	0.0546875
0.444444	0.046875
0.45	0.046875
0.454545	0.046875
0.461538	0.0859375
0.468067	0.109375
0.473684	0.015625
0.5	0.0546875

--------------------------------------
