1	1 
2	4 
3	2 
4	2 
5	3 
6	1 
7	4 
8	4 
9	4 
10	1 
11	4 
12	3 
13	1 
14	3 
15	4 
16	2 
17	3 
18	2 
19	1 
20	3 
21	3 
22	1 
23	1 
24	4 
25	1 
26	3 
27	3 
28	4 
29	2 
30	4 
31	1 
32	2 
33	4 
34	4 
35	4 
36	2 
37	2 
38	2 
39	2 
40	3 
41	3 
42	2 
43	4 
44	2 
45	2 
46	1 
47	2 
48	3 
49	2 
50	4 
51	3 
52	1 
53	3 
54	1 
55	1 
56	1 
57	1 
58	4 
59	4 
60	2 
61	3 
62	3 
63	2 
64	2 
65	1 
66	1 
67	4 
68	4 
69	2 
70	1 
71	4 
72	1 
73	3 
74	3 
75	3 
76	2 
77	2 
78	1 
79	4 
80	3 
81	3 
82	2 
83	4 
84	2 
85	3 
86	2 
87	1 
88	3 
89	1 
90	1 
91	1 
92	1 
93	4 
94	2 
95	2 
96	1 
97	3 
98	2 
99	3 
100	1 
101	4 
102	3 
103	4 
104	4 
105	3 
106	3 
107	4 
108	2 
109	2 
110	3 
111	3 
112	4 
113	4 
114	1 
115	3 
116	2 
117	2 
118	1 
119	1 
120	2 
121	4 
122	4 
123	3 
124	3 
125	1 
126	4 
127	4 
128	1 
